userId,recommendations
340,"[Row(movieId=83411, rating=5.6987104415893555), Row(movieId=83359, rating=5.6987104415893555), Row(movieId=83318, rating=5.6987104415893555), Row(movieId=67504, rating=5.6987104415893555), Row(movieId=26084, rating=5.504228591918945), Row(movieId=65037, rating=5.219411849975586), Row(movieId=72647, rating=5.128840446472168), Row(movieId=31547, rating=5.128840446472168), Row(movieId=26400, rating=5.128840446472168), Row(movieId=25764, rating=5.128840446472168)]"
341,"[Row(movieId=4967, rating=5.393930912017822), Row(movieId=3125, rating=5.367689609527588), Row(movieId=3216, rating=5.247901439666748), Row(movieId=1824, rating=5.163531303405762), Row(movieId=83411, rating=5.143571376800537), Row(movieId=83359, rating=5.143571376800537), Row(movieId=83318, rating=5.143571376800537), Row(movieId=67504, rating=5.143571376800537), Row(movieId=1241, rating=5.105862140655518), Row(movieId=4754, rating=5.088405132293701)]"
342,"[Row(movieId=83411, rating=6.077486038208008), Row(movieId=83359, rating=6.077486038208008), Row(movieId=83318, rating=6.077486038208008), Row(movieId=67504, rating=6.077486038208008), Row(movieId=72647, rating=5.469737529754639), Row(movieId=31547, rating=5.469737529754639), Row(movieId=26400, rating=5.469737529754639), Row(movieId=25764, rating=5.469737529754639), Row(movieId=8797, rating=5.469737529754639), Row(movieId=8609, rating=5.469737529754639)]"
343,"[Row(movieId=2563, rating=5.58383321762085), Row(movieId=2938, rating=5.299528121948242), Row(movieId=83411, rating=5.279367923736572), Row(movieId=83359, rating=5.279367923736572), Row(movieId=83318, rating=5.279367923736572), Row(movieId=67504, rating=5.279367923736572), Row(movieId=2304, rating=5.133879661560059), Row(movieId=132333, rating=5.07320499420166), Row(movieId=5490, rating=5.07320499420166), Row(movieId=6375, rating=4.986354351043701)]"
344,"[Row(movieId=83411, rating=5.4399566650390625), Row(movieId=83359, rating=5.4399566650390625), Row(movieId=83318, rating=5.4399566650390625), Row(movieId=67504, rating=5.4399566650390625), Row(movieId=26472, rating=4.939831733703613), Row(movieId=65037, rating=4.925984859466553), Row(movieId=72647, rating=4.895961284637451), Row(movieId=31547, rating=4.895961284637451), Row(movieId=26400, rating=4.895961284637451), Row(movieId=25764, rating=4.895961284637451)]"
345,"[Row(movieId=83411, rating=5.976498126983643), Row(movieId=83359, rating=5.976498126983643), Row(movieId=83318, rating=5.976498126983643), Row(movieId=67504, rating=5.976498126983643), Row(movieId=72647, rating=5.378848552703857), Row(movieId=31547, rating=5.378848552703857), Row(movieId=26400, rating=5.378848552703857), Row(movieId=25764, rating=5.378848552703857), Row(movieId=8797, rating=5.378848552703857), Row(movieId=8609, rating=5.378848552703857)]"
346,"[Row(movieId=4717, rating=4.976409435272217), Row(movieId=4696, rating=4.976409435272217), Row(movieId=4567, rating=4.976409435272217), Row(movieId=4565, rating=4.976409435272217), Row(movieId=4442, rating=4.976409435272217), Row(movieId=2880, rating=4.976409435272217), Row(movieId=876, rating=4.976409435272217), Row(movieId=4566, rating=4.892707824707031), Row(movieId=7136, rating=4.859708309173584), Row(movieId=65037, rating=4.8488545417785645)]"
347,"[Row(movieId=83411, rating=5.19124698638916), Row(movieId=83359, rating=5.19124698638916), Row(movieId=83318, rating=5.19124698638916), Row(movieId=67504, rating=5.19124698638916), Row(movieId=72647, rating=4.672122478485107), Row(movieId=31547, rating=4.672122478485107), Row(movieId=26400, rating=4.672122478485107), Row(movieId=25764, rating=4.672122478485107), Row(movieId=8797, rating=4.672122478485107), Row(movieId=8609, rating=4.672122478485107)]"
348,"[Row(movieId=1150, rating=5.783037185668945), Row(movieId=2594, rating=5.557484149932861), Row(movieId=1232, rating=5.4827165603637695), Row(movieId=3091, rating=5.455053329467773), Row(movieId=1683, rating=5.226896286010742), Row(movieId=83411, rating=5.225318908691406), Row(movieId=83359, rating=5.225318908691406), Row(movieId=83318, rating=5.225318908691406), Row(movieId=67504, rating=5.225318908691406), Row(movieId=8580, rating=5.109945297241211)]"
349,"[Row(movieId=3216, rating=5.614630699157715), Row(movieId=97957, rating=5.40027379989624), Row(movieId=4754, rating=5.059280872344971), Row(movieId=26974, rating=5.0135931968688965), Row(movieId=83411, rating=4.739704132080078), Row(movieId=83359, rating=4.739704132080078), Row(movieId=83318, rating=4.739704132080078), Row(movieId=67504, rating=4.739704132080078), Row(movieId=2563, rating=4.730927467346191), Row(movieId=3181, rating=4.728721618652344)]"
350,"[Row(movieId=65037, rating=5.637630939483643), Row(movieId=3677, rating=5.6016364097595215), Row(movieId=8530, rating=5.547647953033447), Row(movieId=31435, rating=5.495516300201416), Row(movieId=83411, rating=5.480513572692871), Row(movieId=83359, rating=5.480513572692871), Row(movieId=83318, rating=5.480513572692871), Row(movieId=67504, rating=5.480513572692871), Row(movieId=76173, rating=5.3984880447387695), Row(movieId=3216, rating=5.300353050231934)]"
351,"[Row(movieId=83411, rating=5.819421768188477), Row(movieId=83359, rating=5.819421768188477), Row(movieId=83318, rating=5.819421768188477), Row(movieId=67504, rating=5.819421768188477), Row(movieId=8530, rating=5.577281475067139), Row(movieId=26084, rating=5.572558403015137), Row(movieId=49957, rating=5.335138320922852), Row(movieId=2563, rating=5.29861307144165), Row(movieId=54328, rating=5.295158386230469), Row(movieId=65188, rating=5.286661148071289)]"
352,"[Row(movieId=83411, rating=5.285404205322266), Row(movieId=83359, rating=5.285404205322266), Row(movieId=83318, rating=5.285404205322266), Row(movieId=67504, rating=5.285404205322266), Row(movieId=72647, rating=4.756863594055176), Row(movieId=31547, rating=4.756863594055176), Row(movieId=26400, rating=4.756863594055176), Row(movieId=25764, rating=4.756863594055176), Row(movieId=8797, rating=4.756863594055176), Row(movieId=8609, rating=4.756863594055176)]"
353,"[Row(movieId=83411, rating=3.8921985626220703), Row(movieId=83359, rating=3.8921985626220703), Row(movieId=83318, rating=3.8921985626220703), Row(movieId=67504, rating=3.8921985626220703), Row(movieId=65037, rating=3.7777183055877686), Row(movieId=106438, rating=3.699810028076172), Row(movieId=76173, rating=3.6742067337036133), Row(movieId=670, rating=3.666149616241455), Row(movieId=3216, rating=3.665698528289795), Row(movieId=31435, rating=3.6547372341156006)]"
354,"[Row(movieId=83411, rating=5.955641746520996), Row(movieId=83359, rating=5.955641746520996), Row(movieId=83318, rating=5.955641746520996), Row(movieId=67504, rating=5.955641746520996), Row(movieId=7064, rating=5.630568981170654), Row(movieId=132333, rating=5.497191429138184), Row(movieId=5490, rating=5.497191429138184), Row(movieId=2563, rating=5.429408073425293), Row(movieId=8751, rating=5.4187092781066895), Row(movieId=6375, rating=5.372042179107666)]"
355,"[Row(movieId=83411, rating=5.533749580383301), Row(movieId=83359, rating=5.533749580383301), Row(movieId=83318, rating=5.533749580383301), Row(movieId=67504, rating=5.533749580383301), Row(movieId=3216, rating=5.207817077636719), Row(movieId=72647, rating=4.980374336242676), Row(movieId=31547, rating=4.980374336242676), Row(movieId=26400, rating=4.980374336242676), Row(movieId=25764, rating=4.980374336242676), Row(movieId=8797, rating=4.980374336242676)]"
356,"[Row(movieId=2483, rating=6.344579696655273), Row(movieId=1612, rating=5.596073150634766), Row(movieId=1180, rating=5.23714542388916), Row(movieId=3833, rating=5.104895114898682), Row(movieId=2973, rating=4.960573196411133), Row(movieId=1428, rating=4.687107563018799), Row(movieId=301, rating=4.687107563018799), Row(movieId=3914, rating=4.657211780548096), Row(movieId=178, rating=4.542181968688965), Row(movieId=3284, rating=4.5245561599731445)]"
357,"[Row(movieId=83411, rating=6.702462673187256), Row(movieId=83359, rating=6.702462673187256), Row(movieId=83318, rating=6.702462673187256), Row(movieId=67504, rating=6.702462673187256), Row(movieId=72647, rating=6.032216548919678), Row(movieId=31547, rating=6.032216548919678), Row(movieId=26400, rating=6.032216548919678), Row(movieId=25764, rating=6.032216548919678), Row(movieId=8797, rating=6.032216548919678), Row(movieId=8609, rating=6.032216548919678)]"
358,"[Row(movieId=83411, rating=5.9479146003723145), Row(movieId=83359, rating=5.9479146003723145), Row(movieId=83318, rating=5.9479146003723145), Row(movieId=67504, rating=5.9479146003723145), Row(movieId=72647, rating=5.353122711181641), Row(movieId=31547, rating=5.353122711181641), Row(movieId=26400, rating=5.353122711181641), Row(movieId=25764, rating=5.353122711181641), Row(movieId=8797, rating=5.353122711181641), Row(movieId=8609, rating=5.353122711181641)]"
359,"[Row(movieId=83411, rating=4.952739238739014), Row(movieId=83359, rating=4.952739238739014), Row(movieId=83318, rating=4.952739238739014), Row(movieId=67504, rating=4.952739238739014), Row(movieId=2938, rating=4.923854351043701), Row(movieId=26587, rating=4.781105995178223), Row(movieId=6954, rating=4.735472679138184), Row(movieId=8751, rating=4.73208475112915), Row(movieId=1859, rating=4.657665729522705), Row(movieId=8754, rating=4.569943904876709)]"
360,"[Row(movieId=83411, rating=5.491449356079102), Row(movieId=83359, rating=5.491449356079102), Row(movieId=83318, rating=5.491449356079102), Row(movieId=67504, rating=5.491449356079102), Row(movieId=3216, rating=5.2904510498046875), Row(movieId=97957, rating=5.042731761932373), Row(movieId=1411, rating=4.952908515930176), Row(movieId=72647, rating=4.942304611206055), Row(movieId=31547, rating=4.942304611206055), Row(movieId=26400, rating=4.942304611206055)]"
361,"[Row(movieId=83411, rating=5.525583744049072), Row(movieId=83359, rating=5.525583744049072), Row(movieId=83318, rating=5.525583744049072), Row(movieId=67504, rating=5.525583744049072), Row(movieId=2351, rating=5.07935094833374), Row(movieId=72647, rating=4.973025321960449), Row(movieId=31547, rating=4.973025321960449), Row(movieId=26400, rating=4.973025321960449), Row(movieId=25764, rating=4.973025321960449), Row(movieId=8797, rating=4.973025321960449)]"
362,"[Row(movieId=83411, rating=5.419617176055908), Row(movieId=83359, rating=5.419617176055908), Row(movieId=83318, rating=5.419617176055908), Row(movieId=67504, rating=5.419617176055908), Row(movieId=3216, rating=5.161926746368408), Row(movieId=97957, rating=4.893984794616699), Row(movieId=72647, rating=4.877655982971191), Row(movieId=31547, rating=4.877655982971191), Row(movieId=26400, rating=4.877655982971191), Row(movieId=25764, rating=4.877655982971191)]"
363,"[Row(movieId=83411, rating=5.918757915496826), Row(movieId=83359, rating=5.918757915496826), Row(movieId=83318, rating=5.918757915496826), Row(movieId=67504, rating=5.918757915496826), Row(movieId=72647, rating=5.3268818855285645), Row(movieId=31547, rating=5.3268818855285645), Row(movieId=26400, rating=5.3268818855285645), Row(movieId=25764, rating=5.3268818855285645), Row(movieId=8797, rating=5.3268818855285645), Row(movieId=8609, rating=5.3268818855285645)]"
364,"[Row(movieId=26974, rating=5.802423477172852), Row(movieId=4754, rating=5.7859601974487305), Row(movieId=1824, rating=5.58261251449585), Row(movieId=3216, rating=5.573380470275879), Row(movieId=2792, rating=5.42204475402832), Row(movieId=97957, rating=5.409809112548828), Row(movieId=112515, rating=5.288208961486816), Row(movieId=482, rating=5.288113594055176), Row(movieId=523, rating=5.255455017089844), Row(movieId=2606, rating=5.212335586547852)]"
365,"[Row(movieId=2563, rating=5.824899673461914), Row(movieId=83411, rating=5.55155086517334), Row(movieId=83359, rating=5.55155086517334), Row(movieId=83318, rating=5.55155086517334), Row(movieId=67504, rating=5.55155086517334), Row(movieId=3973, rating=5.488270282745361), Row(movieId=8530, rating=5.46062707901001), Row(movieId=1352, rating=5.459033966064453), Row(movieId=4518, rating=5.387569904327393), Row(movieId=79824, rating=5.31845235824585)]"
366,"[Row(movieId=670, rating=5.645142555236816), Row(movieId=91104, rating=5.341203212738037), Row(movieId=8530, rating=5.263834476470947), Row(movieId=76173, rating=5.153182029724121), Row(movieId=3478, rating=5.081550121307373), Row(movieId=8535, rating=5.014976978302002), Row(movieId=65037, rating=4.97111701965332), Row(movieId=79091, rating=4.920009613037109), Row(movieId=2071, rating=4.904418468475342), Row(movieId=4357, rating=4.878388404846191)]"
367,"[Row(movieId=26084, rating=5.470727443695068), Row(movieId=4632, rating=4.8928937911987305), Row(movieId=4626, rating=4.8928937911987305), Row(movieId=83411, rating=4.7301859855651855), Row(movieId=83359, rating=4.7301859855651855), Row(movieId=83318, rating=4.7301859855651855), Row(movieId=67504, rating=4.7301859855651855), Row(movieId=54328, rating=4.65728759765625), Row(movieId=6974, rating=4.640579700469971), Row(movieId=3216, rating=4.531033992767334)]"
368,"[Row(movieId=83411, rating=5.506313323974609), Row(movieId=83359, rating=5.506313323974609), Row(movieId=83318, rating=5.506313323974609), Row(movieId=67504, rating=5.506313323974609), Row(movieId=65037, rating=5.169244289398193), Row(movieId=1192, rating=5.158697128295898), Row(movieId=764, rating=5.13176965713501), Row(movieId=8751, rating=5.103215217590332), Row(movieId=3677, rating=5.066197872161865), Row(movieId=54328, rating=5.06367301940918)]"
369,"[Row(movieId=83411, rating=5.735970497131348), Row(movieId=83359, rating=5.735970497131348), Row(movieId=83318, rating=5.735970497131348), Row(movieId=67504, rating=5.735970497131348), Row(movieId=72647, rating=5.162373065948486), Row(movieId=31547, rating=5.162373065948486), Row(movieId=26400, rating=5.162373065948486), Row(movieId=25764, rating=5.162373065948486), Row(movieId=8797, rating=5.162373065948486), Row(movieId=8609, rating=5.162373065948486)]"
370,"[Row(movieId=83411, rating=6.0383501052856445), Row(movieId=83359, rating=6.0383501052856445), Row(movieId=83318, rating=6.0383501052856445), Row(movieId=67504, rating=6.0383501052856445), Row(movieId=3216, rating=5.59407377243042), Row(movieId=72647, rating=5.43451452255249), Row(movieId=31547, rating=5.43451452255249), Row(movieId=26400, rating=5.43451452255249), Row(movieId=25764, rating=5.43451452255249), Row(movieId=8797, rating=5.43451452255249)]"
371,"[Row(movieId=83411, rating=5.279054641723633), Row(movieId=83359, rating=5.279054641723633), Row(movieId=83318, rating=5.279054641723633), Row(movieId=67504, rating=5.279054641723633), Row(movieId=6299, rating=5.250699520111084), Row(movieId=670, rating=5.217074394226074), Row(movieId=31433, rating=5.201272964477539), Row(movieId=1411, rating=5.049249172210693), Row(movieId=968, rating=4.989954948425293), Row(movieId=5470, rating=4.979625225067139)]"
372,"[Row(movieId=74946, rating=4.741255283355713), Row(movieId=26084, rating=4.689174175262451), Row(movieId=8530, rating=4.671420574188232), Row(movieId=213, rating=4.669404983520508), Row(movieId=83411, rating=4.552185535430908), Row(movieId=83359, rating=4.552185535430908), Row(movieId=83318, rating=4.552185535430908), Row(movieId=67504, rating=4.552185535430908), Row(movieId=54328, rating=4.5006537437438965), Row(movieId=7787, rating=4.486225128173828)]"
373,"[Row(movieId=83411, rating=5.540077209472656), Row(movieId=83359, rating=5.540077209472656), Row(movieId=83318, rating=5.540077209472656), Row(movieId=67504, rating=5.540077209472656), Row(movieId=72647, rating=4.986069679260254), Row(movieId=31547, rating=4.986069679260254), Row(movieId=26400, rating=4.986069679260254), Row(movieId=25764, rating=4.986069679260254), Row(movieId=8797, rating=4.986069679260254), Row(movieId=8609, rating=4.986069679260254)]"
374,"[Row(movieId=4967, rating=4.832988262176514), Row(movieId=1235, rating=4.7833709716796875), Row(movieId=5329, rating=4.782266616821289), Row(movieId=3914, rating=4.758035182952881), Row(movieId=3181, rating=4.728344917297363), Row(movieId=3216, rating=4.6619486808776855), Row(movieId=3952, rating=4.621095180511475), Row(movieId=7941, rating=4.606863021850586), Row(movieId=86, rating=4.596511363983154), Row(movieId=1352, rating=4.59347677230835)]"
375,"[Row(movieId=27773, rating=5.5321550369262695), Row(movieId=3199, rating=5.500936031341553), Row(movieId=3216, rating=5.494429588317871), Row(movieId=2563, rating=5.359134197235107), Row(movieId=3414, rating=5.319733142852783), Row(movieId=97957, rating=5.281917095184326), Row(movieId=6413, rating=5.276098728179932), Row(movieId=3181, rating=5.218369483947754), Row(movieId=91104, rating=5.166346073150635), Row(movieId=8197, rating=5.1435089111328125)]"
376,"[Row(movieId=83411, rating=5.453332901000977), Row(movieId=83359, rating=5.453332901000977), Row(movieId=83318, rating=5.453332901000977), Row(movieId=67504, rating=5.453332901000977), Row(movieId=72647, rating=4.9079999923706055), Row(movieId=31547, rating=4.9079999923706055), Row(movieId=26400, rating=4.9079999923706055), Row(movieId=25764, rating=4.9079999923706055), Row(movieId=8797, rating=4.9079999923706055), Row(movieId=8609, rating=4.9079999923706055)]"
377,"[Row(movieId=83411, rating=4.9096550941467285), Row(movieId=83359, rating=4.9096550941467285), Row(movieId=83318, rating=4.9096550941467285), Row(movieId=67504, rating=4.9096550941467285), Row(movieId=1411, rating=4.792240142822266), Row(movieId=74946, rating=4.729255199432373), Row(movieId=3606, rating=4.646742343902588), Row(movieId=2690, rating=4.5825042724609375), Row(movieId=54259, rating=4.571044445037842), Row(movieId=58047, rating=4.499817371368408)]"
378,"[Row(movieId=83411, rating=4.806086540222168), Row(movieId=83359, rating=4.806086540222168), Row(movieId=83318, rating=4.806086540222168), Row(movieId=67504, rating=4.806086540222168), Row(movieId=5017, rating=4.701962947845459), Row(movieId=6530, rating=4.492713451385498), Row(movieId=2594, rating=4.4606242179870605), Row(movieId=110645, rating=4.414937496185303), Row(movieId=7087, rating=4.41293478012085), Row(movieId=940, rating=4.405642986297607)]"
379,"[Row(movieId=83411, rating=5.104405879974365), Row(movieId=83359, rating=5.104405879974365), Row(movieId=83318, rating=5.104405879974365), Row(movieId=67504, rating=5.104405879974365), Row(movieId=65037, rating=4.776809215545654), Row(movieId=8751, rating=4.651430130004883), Row(movieId=3030, rating=4.626114845275879), Row(movieId=31435, rating=4.619017124176025), Row(movieId=1223, rating=4.5986504554748535), Row(movieId=72647, rating=4.593966007232666)]"
380,"[Row(movieId=83411, rating=5.312984466552734), Row(movieId=83359, rating=5.312984466552734), Row(movieId=83318, rating=5.312984466552734), Row(movieId=67504, rating=5.312984466552734), Row(movieId=65037, rating=4.83161735534668), Row(movieId=72647, rating=4.781686782836914), Row(movieId=31547, rating=4.781686782836914), Row(movieId=26400, rating=4.781686782836914), Row(movieId=25764, rating=4.781686782836914), Row(movieId=8797, rating=4.781686782836914)]"
381,"[Row(movieId=83411, rating=5.167744159698486), Row(movieId=83359, rating=5.167744159698486), Row(movieId=83318, rating=5.167744159698486), Row(movieId=67504, rating=5.167744159698486), Row(movieId=71033, rating=5.133296489715576), Row(movieId=720, rating=4.912057876586914), Row(movieId=950, rating=4.848708629608154), Row(movieId=8530, rating=4.752678871154785), Row(movieId=1192, rating=4.664388179779053), Row(movieId=72647, rating=4.650969982147217)]"
382,"[Row(movieId=80839, rating=4.882487773895264), Row(movieId=68269, rating=4.882487773895264), Row(movieId=48791, rating=4.882487773895264), Row(movieId=41573, rating=4.882487773895264), Row(movieId=79824, rating=4.7819294929504395), Row(movieId=1352, rating=4.691047668457031), Row(movieId=2563, rating=4.531092643737793), Row(movieId=3973, rating=4.416331768035889), Row(movieId=735, rating=4.413839817047119), Row(movieId=106696, rating=4.38853645324707)]"
383,"[Row(movieId=83411, rating=5.316887855529785), Row(movieId=83359, rating=5.316887855529785), Row(movieId=83318, rating=5.316887855529785), Row(movieId=67504, rating=5.316887855529785), Row(movieId=2973, rating=4.840315341949463), Row(movieId=72647, rating=4.785199165344238), Row(movieId=31547, rating=4.785199165344238), Row(movieId=26400, rating=4.785199165344238), Row(movieId=25764, rating=4.785199165344238), Row(movieId=8797, rating=4.785199165344238)]"
384,"[Row(movieId=83411, rating=4.786266803741455), Row(movieId=83359, rating=4.786266803741455), Row(movieId=83318, rating=4.786266803741455), Row(movieId=67504, rating=4.786266803741455), Row(movieId=3015, rating=4.548582077026367), Row(movieId=132333, rating=4.492570400238037), Row(movieId=5490, rating=4.492570400238037), Row(movieId=65037, rating=4.448355674743652), Row(movieId=8535, rating=4.425668239593506), Row(movieId=6375, rating=4.423917293548584)]"
385,"[Row(movieId=83411, rating=5.795785427093506), Row(movieId=83359, rating=5.795785427093506), Row(movieId=83318, rating=5.795785427093506), Row(movieId=67504, rating=5.795785427093506), Row(movieId=72647, rating=5.2162065505981445), Row(movieId=31547, rating=5.2162065505981445), Row(movieId=26400, rating=5.2162065505981445), Row(movieId=25764, rating=5.2162065505981445), Row(movieId=8797, rating=5.2162065505981445), Row(movieId=8609, rating=5.2162065505981445)]"
386,"[Row(movieId=83411, rating=5.043876647949219), Row(movieId=83359, rating=5.043876647949219), Row(movieId=83318, rating=5.043876647949219), Row(movieId=67504, rating=5.043876647949219), Row(movieId=72647, rating=4.539488792419434), Row(movieId=31547, rating=4.539488792419434), Row(movieId=26400, rating=4.539488792419434), Row(movieId=25764, rating=4.539488792419434), Row(movieId=8797, rating=4.539488792419434), Row(movieId=8609, rating=4.539488792419434)]"
387,"[Row(movieId=83411, rating=6.111996650695801), Row(movieId=83359, rating=6.111996650695801), Row(movieId=83318, rating=6.111996650695801), Row(movieId=67504, rating=6.111996650695801), Row(movieId=72647, rating=5.500797748565674), Row(movieId=31547, rating=5.500797748565674), Row(movieId=26400, rating=5.500797748565674), Row(movieId=25764, rating=5.500797748565674), Row(movieId=8797, rating=5.500797748565674), Row(movieId=8609, rating=5.500797748565674)]"
388,"[Row(movieId=83411, rating=5.8864922523498535), Row(movieId=83359, rating=5.8864922523498535), Row(movieId=83318, rating=5.8864922523498535), Row(movieId=67504, rating=5.8864922523498535), Row(movieId=72647, rating=5.2978434562683105), Row(movieId=31547, rating=5.2978434562683105), Row(movieId=26400, rating=5.2978434562683105), Row(movieId=25764, rating=5.2978434562683105), Row(movieId=8797, rating=5.2978434562683105), Row(movieId=8609, rating=5.2978434562683105)]"
389,"[Row(movieId=83411, rating=5.896382808685303), Row(movieId=83359, rating=5.896382808685303), Row(movieId=83318, rating=5.896382808685303), Row(movieId=67504, rating=5.896382808685303), Row(movieId=72647, rating=5.306744575500488), Row(movieId=31547, rating=5.306744575500488), Row(movieId=26400, rating=5.306744575500488), Row(movieId=25764, rating=5.306744575500488), Row(movieId=8797, rating=5.306744575500488), Row(movieId=8609, rating=5.306744575500488)]"
390,"[Row(movieId=83411, rating=4.833321571350098), Row(movieId=83359, rating=4.833321571350098), Row(movieId=83318, rating=4.833321571350098), Row(movieId=67504, rating=4.833321571350098), Row(movieId=26084, rating=4.788768768310547), Row(movieId=2563, rating=4.738314628601074), Row(movieId=54328, rating=4.6743059158325195), Row(movieId=8535, rating=4.664821147918701), Row(movieId=106471, rating=4.664180755615234), Row(movieId=898, rating=4.622692584991455)]"
391,"[Row(movieId=26472, rating=4.823396682739258), Row(movieId=2973, rating=4.7880964279174805), Row(movieId=1805, rating=4.754515647888184), Row(movieId=7064, rating=4.75101900100708), Row(movieId=728, rating=4.725414752960205), Row(movieId=2318, rating=4.680168151855469), Row(movieId=178, rating=4.678888320922852), Row(movieId=1296, rating=4.661960601806641), Row(movieId=83411, rating=4.653183460235596), Row(movieId=83359, rating=4.653183460235596)]"
392,"[Row(movieId=65037, rating=4.573563575744629), Row(movieId=6063, rating=4.452585220336914), Row(movieId=31435, rating=4.4411139488220215), Row(movieId=76173, rating=4.414552211761475), Row(movieId=9010, rating=4.404236793518066), Row(movieId=83411, rating=4.378971099853516), Row(movieId=83359, rating=4.378971099853516), Row(movieId=83318, rating=4.378971099853516), Row(movieId=67504, rating=4.378971099853516), Row(movieId=3216, rating=4.250156402587891)]"
393,"[Row(movieId=83411, rating=4.864223003387451), Row(movieId=83359, rating=4.864223003387451), Row(movieId=83318, rating=4.864223003387451), Row(movieId=67504, rating=4.864223003387451), Row(movieId=26587, rating=4.714962959289551), Row(movieId=1859, rating=4.665509223937988), Row(movieId=2066, rating=4.63152551651001), Row(movieId=2938, rating=4.59798002243042), Row(movieId=3216, rating=4.574689865112305), Row(movieId=26131, rating=4.544522762298584)]"
394,"[Row(movieId=3216, rating=4.8130269050598145), Row(movieId=97957, rating=4.601662635803223), Row(movieId=3414, rating=4.585948944091797), Row(movieId=3685, rating=4.443925857543945), Row(movieId=1243, rating=4.434688568115234), Row(movieId=8535, rating=4.392671585083008), Row(movieId=2361, rating=4.324007034301758), Row(movieId=6077, rating=4.319090843200684), Row(movieId=26084, rating=4.31056022644043), Row(movieId=1590, rating=4.310351848602295)]"
395,"[Row(movieId=3973, rating=5.322391033172607), Row(movieId=4518, rating=5.308671474456787), Row(movieId=501, rating=5.200354099273682), Row(movieId=2563, rating=5.1962432861328125), Row(movieId=83411, rating=5.193137168884277), Row(movieId=83359, rating=5.193137168884277), Row(movieId=83318, rating=5.193137168884277), Row(movieId=67504, rating=5.193137168884277), Row(movieId=6773, rating=5.168967247009277), Row(movieId=65188, rating=5.110287189483643)]"
396,"[Row(movieId=83411, rating=5.122848033905029), Row(movieId=83359, rating=5.122848033905029), Row(movieId=83318, rating=5.122848033905029), Row(movieId=67504, rating=5.122848033905029), Row(movieId=26084, rating=4.6127471923828125), Row(movieId=72647, rating=4.610563278198242), Row(movieId=31547, rating=4.610563278198242), Row(movieId=26400, rating=4.610563278198242), Row(movieId=25764, rating=4.610563278198242), Row(movieId=8797, rating=4.610563278198242)]"
397,"[Row(movieId=83411, rating=5.358057022094727), Row(movieId=83359, rating=5.358057022094727), Row(movieId=83318, rating=5.358057022094727), Row(movieId=67504, rating=5.358057022094727), Row(movieId=65037, rating=4.829387187957764), Row(movieId=72647, rating=4.82225227355957), Row(movieId=31547, rating=4.82225227355957), Row(movieId=26400, rating=4.82225227355957), Row(movieId=25764, rating=4.82225227355957), Row(movieId=8797, rating=4.82225227355957)]"
398,"[Row(movieId=83411, rating=5.956106662750244), Row(movieId=83359, rating=5.956106662750244), Row(movieId=83318, rating=5.956106662750244), Row(movieId=67504, rating=5.956106662750244), Row(movieId=3015, rating=5.71843147277832), Row(movieId=1194, rating=5.397009372711182), Row(movieId=2810, rating=5.392061233520508), Row(movieId=3091, rating=5.376951217651367), Row(movieId=72647, rating=5.360496520996094), Row(movieId=31547, rating=5.360496520996094)]"
399,"[Row(movieId=83411, rating=5.588816165924072), Row(movieId=83359, rating=5.588816165924072), Row(movieId=83318, rating=5.588816165924072), Row(movieId=67504, rating=5.588816165924072), Row(movieId=72647, rating=5.029934406280518), Row(movieId=31547, rating=5.029934406280518), Row(movieId=26400, rating=5.029934406280518), Row(movieId=25764, rating=5.029934406280518), Row(movieId=8797, rating=5.029934406280518), Row(movieId=8609, rating=5.029934406280518)]"
400,"[Row(movieId=83411, rating=5.838545799255371), Row(movieId=83359, rating=5.838545799255371), Row(movieId=83318, rating=5.838545799255371), Row(movieId=67504, rating=5.838545799255371), Row(movieId=72647, rating=5.2546916007995605), Row(movieId=31547, rating=5.2546916007995605), Row(movieId=26400, rating=5.2546916007995605), Row(movieId=25764, rating=5.2546916007995605), Row(movieId=8797, rating=5.2546916007995605), Row(movieId=8609, rating=5.2546916007995605)]"
401,"[Row(movieId=83411, rating=6.938311576843262), Row(movieId=83359, rating=6.938311576843262), Row(movieId=83318, rating=6.938311576843262), Row(movieId=67504, rating=6.938311576843262), Row(movieId=72647, rating=6.244481086730957), Row(movieId=31547, rating=6.244481086730957), Row(movieId=26400, rating=6.244481086730957), Row(movieId=25764, rating=6.244481086730957), Row(movieId=8797, rating=6.244481086730957), Row(movieId=8609, rating=6.244481086730957)]"
402,"[Row(movieId=83411, rating=4.976673126220703), Row(movieId=83359, rating=4.976673126220703), Row(movieId=83318, rating=4.976673126220703), Row(movieId=67504, rating=4.976673126220703), Row(movieId=8530, rating=4.91518497467041), Row(movieId=65037, rating=4.796233654022217), Row(movieId=140110, rating=4.705419063568115), Row(movieId=68073, rating=4.695839881896973), Row(movieId=3216, rating=4.664850234985352), Row(movieId=31435, rating=4.663766860961914)]"
403,"[Row(movieId=3216, rating=5.983299732208252), Row(movieId=97957, rating=5.747558116912842), Row(movieId=4754, rating=5.636476516723633), Row(movieId=83411, rating=5.622420787811279), Row(movieId=83359, rating=5.622420787811279), Row(movieId=83318, rating=5.622420787811279), Row(movieId=67504, rating=5.622420787811279), Row(movieId=6214, rating=5.199824810028076), Row(movieId=26974, rating=5.102123260498047), Row(movieId=72647, rating=5.060178756713867)]"
